"Images","Title","Description","Brand","Condition","Primary Color","Secondary Color","Tags","Sku","Category","Price","Status","Listed Date","Sold Date","Shipped Date","Listing Platforms","Sold Platform","Internal Notes","Price Sold","Cost of Goods","Marketplace Fees","Shipping Expenses","Labels","Quantity Left","Quantity Sold"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/6180b2a9-7c75-4ae3-ae48-a2e9dfb7599d.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Full Tilt Racing Graphic T-Shirt S White Fast Racing 1996 Muscle Cars Y2K","Retro racing aesthetic Full Tilt t-shirt with ""Fast Racing 1996 Burn Up The Street"" graphic. Features three muscle cars in yellow, green, and teal on a white background.

Regular fit in 100% Cotton, styled for Streetwear/Y2K looks.

Size: S

Condition: Good pre-owned condition; Flaws: Small hole/distress on back collar. See photos for details.

Measurements: See photos for measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Full Tilt","Pre-Owned - Good","White","","Racing, Muscle Cars, Y2K, Streetwear, Full Tilt, 1996, Retro, Nascar Style, Burn Up The Street","undefined","T-Shirts","24","Active","2026-02-11","","","eBay, Mercari, Depop, Poshmark","","","","2.93","","","A10, cog:2.93, dirtywhitesportstees, raghouse","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/72786b0f-ae48-438b-8154-632f3bed4407.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Unbranded Metallic Leopard Print Short Sleeve Top Black Purple Gold Relaxed Fit Y2K","Metallic leopard-print short-sleeve top in black with purple and gold accents. Relaxed fit, scoop neck. Lightweight stretch knit with shimmer. Y2K party/casual vibe; bold animal pattern. Condition: Good, gently used.","Unbranded","Pre-Owned - Good","Black","","","","Tops","14","Active","2025-09-07","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 6","","1.24","","","raghouse, clothing, A2, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/cfc8e0fb-e979-4a4a-8cb8-697cbcf0a920.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","PacSun PAC Cares Mock Neck Long Sleeve Crop Top Sage Green XS Y2K","Minimalist mock-neck long-sleeve crop top in sage green. Soft stretch jersey; fitted, lightweight, good for layering. Y2K basics vibe. Solid. Condition: gently used with normal wear.","Pac Sun","Pre-Owned - Good","Green","","","","Tops","14","Active","2025-09-05","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 4","","1.24","","","raghouse, clothing, A2, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/ebe2c818-002a-428b-aad7-a4319a0b6d1d.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Gitano 90s Rayon Pocket Tee Hot Pink Crewneck Boxy Fit Vintage M","Vintage 90s pocket t-shirt in hot pink with a relaxed, boxy drape. Smooth, slinky rayon knit; crew neck, dropped shoulders, chest pocket. Made in Taiwan R.O.C., tag size M.","Gitano","Pre-Owned - Good","Pink","","","","Tops","14","Active","2025-09-15","","","eBay, Mercari, Etsy, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 7","","1.24","","","raghouse, clothing, A6, cog:1.24, firstbox, 120days+, 5profit","1",""
"","","","","","","","","","Tops","","Draft","","","","","","","","","","","","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/0651f85c-912c-4eab-bbfd-331115814527.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Coldwater Creek L Sherpa Pullover Southwestern Geometric Embroidered Vintage 90s","Vintage 1990s Coldwater Creek southwestern sherpa pullover with geometric embroidered accents in beige, navy, and rust.​​​

Cozy quarter-zip fleece with mock neck and tribal motifs, perfect for fall and winter layering.​​​

Size: Large​

Condition: Excellent vintage condition; no flaws. See photos for details.​

Measurements: See photos for full measurements.​

OFFERS WELCOME! Next day shipping if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","Coldwater Creek","Pre-Owned - Excellent","Beige","Blue","","","Sweaters","49.99","Sold","2025-11-09","2025-11-18","","Depop","Depop","og tp 11","17.4","3.65","2.68","0","raghouse, clothing, Vintage Fleece, closet","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/59ac4844-c651-4198-9a00-a3086dc5c5ed.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Columbia XL Outdoor Fleece Jacket Charcoal Gray Full Zip Classic","Outdoor Columbia fleece jacket with full zip and collared neckline in charcoal gray.

Classic fit in soft polyester fleece, styled for casual wear and layering.

Size: XL

Condition: Good; gentle wear consistent with age. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","Columbia","Pre-Owned - Good","Gray","Black","","","Coats, Jackets & Vests","27","Active","2025-11-25","","","eBay, Mercari, Depop, Poshmark","","Cost: $3.65 | Mat: $0.95 | Ship: $0 | Target: $21 | Markup: { Etsy: 35% | eBay: 50% | Depop: 85% | Poshmark: 25% | Mercari: 15% }","","3.65","","","raghouse, clothing, closet, LLBeanColumbiaREI, A12, 60days+, cog:3.65","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/3865e22d-7fa1-46fc-957e-4ccd612d425f.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Charlotte Russe striped raglan crop tee black/white 3/4 sleeve ringer Y2K M USA","Y2K striped raglan crop tee in black/white with 3/4 sleeves and crew neckline. Soft jersey knit, cropped fit. Made in USA, early 2000s vibe; easy streetwear/minimalist piece. Pattern: horizontal stripes. Condition: Good preowned with light general wear.","Charlotte Russe","Pre-Owned - Good","Black","","","","Tops","15.99","Sold","2025-09-08","2025-09-10","","eBay","eBay","og tp 4","13.59","1.24","3.72","4.45","clothing, raghouse, A3","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/0fec7352-bef9-4aa2-8aef-02a0bbb4ca25.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Unbranded XL Cottagecore Floral Blouse Cream Blue Split Neck Top","Romantic blouse with delicate blue floral print on cream background.

Relaxed fit with split V-neck and roll-tab 3/4 sleeves in lightweight, flowy fabric styled for spring and summer.

Size: XL

Condition: Good; gently worn with no visible flaws. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Unbranded","Pre-Owned - Good","Beige","Blue","vintage 1980s, floral, cottagecore, henley, popover, boho, roll-tab sleeve, lightweight, spring summer, tunic blouse","","Tops","14","Active","2025-10-05","","","eBay, Mercari, Etsy, Depop, Poshmark","","tp 6","","1.79","","","A8, clothing, raghouse, 80s Blouses, cog:1.79, 90days+","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/50b81182-4389-4238-8acd-8ea7cb6d3b33.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","L.L.Bean Womens XL Teal Fleece Vest Full Zip Outdoor Classic","Classic outdoor fleece vest from L.L.Bean in a rich teal color with full zip front and subtle logo embroidery.

Regular fit sleeveless silhouette in soft polyester fleece, ideal for layering in cooler weather or casual outdoor wear.

Size: Womens XL

Condition: Good pre-owned condition with light wear. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","L.L. Bean","Pre-Owned - Good","Green","Blue","","","Coats, Jackets & Vests","34","Active","2026-01-25","","","eBay, Mercari, Depop, Poshmark","","","","4.24","","","cog:4.24, raghouse, LLBeanColumbiaREI, A7","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/04058f57-eeb0-46f7-957d-ea913d314bb1.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Guess Thermal Logo Top – Rhinestone Bling Y2K S","Light blush pink waffle-knit with gold rhinestone Guess logo. Scoop neck, raglan sleeves, and fitted stretchy silhouette.

Tagged S. Pre-owned, good condition. Some small minor stains.","Guess","Pre-Owned - Good","Pink","Gold","guess, guesslogo, rhinestonebling, thermalshirt, y2kstyle","","Tops","19.99","Sold","2025-05-26","2025-08-13","","Depop","Depop","og tp: 3
","6.54","6.99","1.38","0","A1, goodwill, clothing","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/9b757ee4-a319-45c7-9e03-c8be03145c28.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Cotton On ribbed striped crop tank top y2k mustard M","Ribbed, scoop neck cropped tank. Stretch knit, fitted silhouette. Gently used.","Cotton On","Pre-Owned - Good","Yellow","White","y2k, ribbed, striped, crop top, tank, mustard, yellow, white, minimalist, casual, summer","","Tops","15.99","Sold","2025-08-23","2025-09-23","","Depop","Depop","sleeve:
length:
p2p:
og tp: 4","3.83","1.24","1.12","0","raghouse, clothing, A5","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/74d364a6-db0b-44f1-9740-273c56265ab0.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Adidas L Kobe Bryant 24 Los Angeles Lakers T-Shirt White NBA Basketball Graphic","Classic Kobe Bryant #24 Los Angeles Lakers graphic t-shirt by Adidas. Features bold ""Lakers 24"" on front and ""Bryant 24"" on back in purple and gold.

Regular fit in 100% Cotton, styled for game day or casual wear.

Size: L

Condition: Good pre-owned condition; Flaws: Visible yellowing/marks on the sleeve and lower back area. See photos for details.

Measurements: See photos for measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Adidas","Pre-Owned - Good","White","Purple","chicago bulls, nba, basketball, adidas, graphic tee, sports, bulls shirt, white tee, kobe bryant, lakers, jersey tee, los angeles, mamba, 24","","T-Shirts","28","Sold","2026-02-07","2026-02-18","","eBay","eBay","","0","2.93","18.6","0","A17, raghouse, dirtywhitesportstees, cog:2.93","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/8ffe36e2-02bf-4cce-8f23-bd3afefce286.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","BRIGGS L Classic Button-Up Green Regular","Classic BRIGGS button-up shirt in forest green faux suede with a touch of stretch.

Regular fit in lightweight microsuede blend, styled for casual everyday wear.

Size: L

Condition: Good; Flaws: none visible. See photos for details.

Measurements: Chest 21"" / Length 23.5"" / Sleeve 24""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Briggs","Pre-Owned - Good","Green","","briggs, faux suede, button up, classic, forest green, stretch","","Tops","19","Active","2026-02-26","","","eBay, Etsy, Mercari, Depop, Poshmark","","Comps estimated $12-16 for BRIGGS faux suede shirts. Listed at $19 (14 x 1.35). No flaws visible. Made in USA.","","2.43","","","A20, cog:2.43","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/499d7d1d-072b-4400-8e2d-83b864cf2118.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Vintage Knitfever Wool Racing Sweater – USA – Red – M","– 100% wool, made in New Zealand
– Vintage 1980s–1990s
– Cozy and warm
– Bold “USA 1000 Miglia” graphic
– Unique find for collectors of racing memorabilia or retro wool sweaters
– Great condition, no flaws
– Only worn a few times

","Knitfever","Pre-Owned - Good","Red","White","vintagesweater, knitfever, 1000miglia, newzealandwool, racingvintage","","Sweaters","115","Sold","","2025-06-21","","","In-Person","","7","6.99","0","0","goodwill, A1, clothing","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/d4124939-ab5c-46f2-b718-a13d3abf3bf6.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","A.Lab velvet cherry appliqué tee white coquette Y2K","Pastel cherry appliqué front hit (velvet feel). Soft jersey crewneck tee. Tagged S. Gently used with a small dot on the back and light wear. No fabric content tag—best guess cotton-blend.","A.Lab","Pre-Owned - Good","White","Pink","cherry, coquette, y2k, kawaii, applique, pastel, velvet, streetwear","","Tops","14.99","Sold","2025-08-14","2025-10-11","","Mercari","Mercari","sleeve:
length:
p2p:
og tp: 4","4.13","1.24","0.94","0","raghouse, clothing, A4","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/9cc72e91-0caf-4eae-b462-6b864f3ff516.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Vintage Khaki Rose Embroidered Denim Shirt – Fall Leaves, L","Beautiful embroidered denim shirt by Khaki Rose, size Large

100% cotton, made in India

Features colorful autumn leaves embroidery on the collar, front placket, and bottom hem

Great vintage condition with minor signs of wear

Perfect for fall layering or year-round boho vibes!","Khaki Rose","Pre-Owned - Good","Blue","Multicolor","fall, autumn, embroidered, vintage, denimshirt, casual, boho, cottagecore, retro, leaves","","Coats, Jackets & Vests","21.99","Sold","2025-05-27","2025-08-03","","Etsy","Etsy","og tp 5","16.79","6.99","1.89","6.36","A1, goodwill, clothing","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/fcde9762-4db5-425c-a1cd-fa1079cb8c19.png?width=1163&height=1163&fit=bounds&bg-color=fff&canvas=1163,1163","ZARA Regular Fit Floral Crinkle Shirt Men’s S - Cream & Navy","ZARA Regular Fit short sleeve shirt in cream with navy floral print. Lightweight crinkle-textured cotton blend, button front. Relaxed tropical style, made in Morocco.

Pit to pit is ~20in and length is ~28in.","Zara","Pre-Owned - Good","Cream","Blue","ZaraMen, FloralShirt, SummerStyle, MenFashion, BeachVibes","","Casual Button-Down Shirts","23","Active","2025-05-30","","","eBay, Mercari, Depop, Poshmark","","og tp: 5, 4","","6.99","","","A1, goodwill, clothing, cog:6.99, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/56a21064-beb6-4532-860a-9d3a0f82927f.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Worthington Stretch Watercolor Floral Blouson Top Purple Green M Ruffle Hem","Watercolor-floral short sleeve blouson top in purple, green, black and grey with a soft silky stretch knit. Scoop neck, flutter sleeves, and elasticized ruffle hem for an easy, drapey fit. Office-to-weekend friendly; modern Y2K-inspired print. Condition: Good.","Worthington","Pre-Owned - Good","Purple","Green","watercolor floral, blouson top, ruffle hem, flutter sleeve, scoop neck, office casual, spring summer, y2k inspired","","Tops","14","Active","2025-09-09","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 3","","1.24","","","raghouse, clothing, A3, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/4f2bb762-5afb-4008-aa23-070d2c064b50.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Vintage Teddi Floral Batwing Blouse – Tie Neck Cottagecore","Lightweight pastel floral blouse in blue, purple, and green with fluttery batwing sleeves.
Tie-front keyhole neckline creates a soft 80s cottagecore silhouette.

Tagged 16.

Gently used vintage condition – minor signs of age.

","Teddi","Pre-Owned - Good","Green","Purple","y2kstyle, vintageinspired, floralblouse, cottagecoretop, batwingsleeve","","Tops","14","Active","2025-06-22","","","eBay, Mercari, Etsy, Depop, Poshmark","","og tp 11","","1.24","","","raghouse, clothing, A2, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/13bfec7f-63cc-4390-9920-a54d9a53fba8.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","A New Day crinkle peplum puff‑sleeve blouse top | dusty mauve minimalist","Peplum blouse with puff sleeves, elastic cuffs, and keyhole back. Crinkle‑weave 99% cotton, 1% spandex for light structure and soft drape. Gently used.","A New Day","Pre-Owned - Excellent","Brown","","peplum, puff sleeve, crinkle cotton, cottagecore, minimalist, peasant top, dusty mauve, targetstyle","","Tops","14","Active","2025-08-13","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 4","","1.24","","","raghouse, clothing, A4, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/575af2c6-df23-421b-982f-e14d21a26604.png?width=1202&height=1202&fit=bounds&bg-color=fff&canvas=1202,1202","Ecote checkered smocked crop top – off shoulder XS","Y2K-inspired checkered smocked crop top – perfect for summer layering

Off-the-shoulder with puff sleeves and stretchy smocked texture throughout – flattering micro-check gingham print in black and white – ultra cropped with slight lettuce hem

Gently used, excellent pre-owned condition

Style with high-waisted denim or a flowy skirt for a casual day look

Condition: Excellent pre-owned
Size: XS
Color: Black and white
Material: Unknown (lightweight stretch blend)
Pattern: Micro-check / gingham
Fit: Smocked, fitted crop
Care: Hand wash or gentle cycle recommended

Only one available – don’t miss it!","Ecote","Pre-Owned - Excellent","Black","White","y2kstyle, smockedtop, checkeredblouse, croppedtee, offshoulder","","Tops","13.99","Sold","2025-07-23","2025-09-11","","Poshmark","Poshmark","og tp 5, 4","5","1.24","2.95","0","raghouse, clothing, A2","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/0aefb89d-dd89-4e96-a1a1-667ab9e4e6da.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","TwentyOne Gray Black Pinstripe Cotton Spandex Flare Pants Small","TwentyOne flare/bootcut pants in gray and black pinstripe. Comfortable cotton/spandex/lurex blend. Pre-owned, good condition. See photos for measurements.","TwentyOne","Pre-Owned - Good","Gray","Black","","","Pants","23.99","Sold","2025-10-14","2025-10-15","","Depop","Depop","sleeve:
length:
p2p:
og tp: 7","11","0","1.05","0","raghouse, clothing, lucia","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/e96c2ad2-9e5c-4c11-a82b-62306af801fd.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Gildan Erie Zoo leopard graphic t-shirt tan 2017, size M","Leopard graphic zoo tee in tan. Gildan Ultra Cotton, classic fit crewneck, 100% cotton. Good condition with a tiny pinhole on right sleeve and light wear.","Gildan","Pre-Owned - Good","Beige","","erie zoo, leopard, animal graphic, safari, 2010s, tan tee, streetwear, casual, gift","","T-Shirts","17.99","Sold","2025-08-16","2025-10-22","","eBay","eBay","sleeve:
length:
p2p:
og tp: 6","13.49","1.24","3.7","4.99","raghouse, clothing, A5","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/bfe414fd-c67c-431b-80e8-901795d1e6be.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Melrose Studio minimalist black sleeveless blouse vintage 90s Y2K","minimalist, capsule wardrobe, Y2K vintage, classic black. Soft polyester blend sleeveless blouse with a round neckline and relaxed fit. Versatile staple perfect for layering or wearing alone. Made by Melrose Studio, known for quality basics and understated style. 

Gently used with light wear consistent with age. 

Approx. Measurements : pit to pit 18.5 in, length 21 in.","Melrose Studio","Pre-Owned - Good","Black","","minimalist, capsule wardrobe, 90s vintage, y2k, classic black top, sleeveless blouse, melrose studio, essential basic, office wear, goth, dark academia, preppy, boho, vintage clothing, layering piece, sophisticated, minimalist chic","","Tops","14","Sold","2025-08-04","2026-02-06","","Depop","Depop","sleeve:
length: 21
p2p: 18.5
og tp: 11","6.96","1.24","0.51","0","A4, raghouse, clothing, cog:1.24, firstbox, 120days+, 5profit","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/78269d30-d3f7-43e6-b43c-663ca07913d7.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Alex Evenings chiffon layered ruffle blouse brown floral V-neck rhinestone M","Dressy layered chiffon blouse in brown/ivory abstract floral with a flattering V-neck and flutter sleeves. Tiered ruffle hem and a rhinestone bow detail at the bust. Sheer chiffon overlay with soft knit lining; lightweight, drapey feel. Perfect for weddings, evening events, or cocktail attire. Condition: Excellent, gently used.","Alex Evenings","Pre-Owned - Excellent","Brown","Beige","","","Tops","25.99","Sold","2025-09-24","2025-12-12","","eBay","eBay","sleeve:
length:
p2p:
og tp: 10","15.2","1.24","4.47","5.55","raghouse, clothing, A7","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/272a46eb-6950-4b6f-907f-94b65b783c3c.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Colsie ribbed strappy back crop cami brami top black S seamless Y2K","Ribbed strappy-back brami/crop cami in black with a fitted scoop-neck silhouette. Soft seamless stretch (93% nylon, 7% spandex) with skinny straps that crisscross at back. Minimalist/Y2K vibe, perfect for layering or lounge. Condition: Excellent.","colsie","Pre-Owned - Excellent","Black","","","","Camisoles & Camisole Sets","11.99","Sold","2025-09-20","2025-11-02","","Poshmark","Poshmark","sleeve:
length:
p2p:
og tp: 1","5","1.24","2.95","0","raghouse, clothing, A6","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/d77901ef-4163-40cd-8d28-2dc4fa8d282f.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Forever 21 satin ruched corset cami crop top sage green smocked back S Y2K","Coquette/Y2K satin ruched corset-style cami in sage green with a fitted, cropped silhouette. Silky satin feel (100% polyester shell & lining). Adjustable spaghetti straps, ruffled tie neckline, pintuck/ruched bodice, and stretchy smocked back. Solid color, subtle sheen. Condition: Excellent gently used","Forever 21","Pre-Owned - Good","Green","","","","Camisoles & Camisole Sets","14","Active","2025-09-27","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 4","","1.24","","","raghouse, clothing, A8, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/bbe24ae7-ce63-4a4b-b77c-4a6ec983591b.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","PINK Victoria’s Secret black scoop-neck crop tank top XS stretch jersey Y2K basic","Minimalist cropped tank in black with a low scoop neck and fitted silhouette. Soft stretch jersey (cotton-blend) for comfy layering. Y2K/streetwear basic; solid color with small PINK logo tab at back. Condition: Good","Victoria's Secret Pink","Pre-Owned - Good","Black","","y2k, streetwear, crop tank, minimalist, basic, layering, jersey, black top, XS","","Camisoles & Camisole Sets","12.99","Sold","2025-09-22","2025-11-19","","Poshmark","Poshmark","sleeve:
length:
p2p:
og tp: 2","6","1.24","2.95","1.5","raghouse, clothing, A7","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/f4c01ace-b448-48e0-aa60-43ed3dd8221f.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Ely Cattleman pearl snap western striped shirt XL – cowboycore y2k","Westerncore / cowboycore / y2k vibes. Classic Ely Cattleman short sleeve pearl‑snap western shirt in neutral multicolor striped pattern with dual flap pockets. 

80% polyester / 20% cotton – easy care, lightweight, breathable.

Condition: Gently used

Measurements: pit to pit 25”, length 32.5”

Only one available – don’t miss it!","Ely Cattleman","Pre-Owned - Good","Beige","Brown","western shirt, pearl snap, cowboycore, rodeo, striped, y2k, vintage inspired, mens XL, Ely Cattleman","","Casual Button-Down Shirts","24.99","Sold","2025-07-26","2025-08-15","","eBay","eBay","sleeve:
length: 32.5in
p2p: 25in
og tp: 13","20.29","1.24","4.6","4.69","raghouse, clothing, A3","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/71b84bd8-265f-406e-b3bb-485068e058ad.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Wrangler Riggs M Workwear Denim Shirt Blue Relaxed Long Sleeve Utility","Workwear Wrangler Riggs denim shirt with button-down collar and chest pockets in medium blue denim.

Relaxed fit in 100% cotton, styled for work and casual wear.

Size: Medium

Condition: Excellent. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","Wrangler","Pre-Owned - Excellent","Blue","Brown","","","Casual Button-Down Shirts","38","Active","2025-12-14","","","eBay, Mercari, Poshmark, Depop","","Cost: $7 | Mat: $0.23 | Ship: $0 | Target: $13 | Markup: { Etsy: 35% | eBay: 50% | Depop: 85% | Poshmark: 15% | Mercari: 10% }","","7","","","clothing, fleamarket, A15","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/5f4e087c-7b59-4cbb-8e2c-f69385ab3086.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Bleeker & McDougal twist-front ring-detail sleeveless top lime green V-neck draped Y2K","Slinky sleeveless top in a bold lime green with a V-neck and twist-front ring detail that drapes from the waist for a flattering fit. Smooth, stretchy jersey feel. Y2K-inspired minimal-to-workwear crossover; solid color. Condition: Good","Bleeker & McDougal","Pre-Owned - Good","Green","","","","Tops","14","Active","2025-09-13","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp:","","1.24","","","raghouse, clothing, A6, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/95003be9-6ff6-43f6-af57-631f1a28e238.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Nicola Size 8 Abstract Blouse Red Brown Long Sleeve Vintage 90s","90s era Nicola abstract print blouse with button front detail in red and brown tones.

Lightweight polyester woven fabric with a relaxed regular fit, perfect for workwear or retro styling.

Size: 8

Condition: Excellent pre owned condition. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships in 1 to 2 business days.
15% off bundles of 2+ items.","Nicola","Pre-Owned - Excellent","Red","Brown","","","Tops","30","Active","2026-01-24","","","eBay, Mercari, Depop, Poshmark","","","","1.79","","","Secretary Blouses, clothing, raghouse, cog:1.79","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/763b9684-73c1-4a7f-808e-d12d53410091.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","American Eagle lace trim babydoll cami top navy floral y2k","Lace-trim babydoll cami with adjustable spaghetti straps, faux-wrap V-neck, ribbon bow, elastic underbust, and scalloped lace hem. Lightweight woven with ditsy floral. Condition: gently used.","American Eagle Outfitters","Pre-Owned - Good","Blue","Green","y2k, coquette, cottagecore, fairycore, babydoll, lace cami, summer top","","Camisoles","14","Active","2025-08-17","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 6","","1.24","","","raghouse, clothing, A5, cog:1.24, firstbox, 120days+, 5profit","1",""
